position,salary,hours,years,type_job,salary_millions,Salary_per_hour,year_cut_in_10
TECNICO ESPECIALIZADO D,1120684.0,Full time,9,ADMINISTRATIVO,1.120684,6447.768132485201,10 años
TRABAJADOR OPERATIVO A,812231.0,Full time,9,ADMINISTRATIVO,0.812231,4673.107814528081,10 años
TECNICO ESPECIALIZADO C,1133188.0,Full time,10,ADMINISTRATIVO,1.133188,6519.70892286732,10 años
TRABAJADOR OPERATIVO C,1333646.0,Full time,10,ADMINISTRATIVO,1.333646,7673.028417302611,10 años
TRABAJADOR OPERATIVO C,1219781.0,Full time,10,ADMINISTRATIVO,1.219781,7017.915005845476,10 años
TECNICO ASISTENCIAL B,969877.0,Full time,10,ADMINISTRATIVO,0.969877,5580.111800498936,10 años
TRABAJADOR OPERATIVO C,1312274.0,Full time,10,ADMINISTRATIVO,1.312274,7550.066279422999,10 años
TRABAJADOR OPERATIVO B,874610.0,Full time,10,ADMINISTRATIVO,0.87461,5032.000533917574,10 años
TECNICO ASISTENCIAL B,780628.0,Full time,9,ADMINISTRATIVO,0.780628,4491.282414780311,10 años
TECNICO ESPECIALIZADO D,1244257.0,Full time,10,ADMINISTRATIVO,1.244257,7158.7357660336365,10 años
TRABAJADOR OPERATIVO C,1520383.0,Full time,10,ADMINISTRATIVO,1.520383,8747.405206616895,10 años
TECNICO ASISTENCIAL B,969877.0,Full time,10,ADMINISTRATIVO,0.969877,5580.111800498936,10 años
TRABAJADOR OPERATIVO B,874610.0,Full time,10,ADMINISTRATIVO,0.87461,5032.000533917574,10 años
TRABAJADOR OPERATIVO B,874610.0,Full time,10,ADMINISTRATIVO,0.87461,5032.000533917574,10 años
PROFESOR ADJUNTO                       ,1642632.0,Full time,9,PUESTO NO ADMINISTRATIVO ,1.642632,9450.755309257946,10 años
PROFESOR INTERINO LICENCIADO           ,301227.6,Part Time,2,PUESTO NO ADMINISTRATIVO ,0.3012276,3466.1790833187574,10 años
PROFESIONAL B,1134505.0,Full time,6,ADMINISTRATIVO,1.134505,6527.286179819756,10 años
PROFESIONAL A,723712.0,Full time,2,ADMINISTRATIVO,0.723712,4163.8206405169785,10 años
PROFESOR INTERINO LICENCIADO           ,700767.6,5/8 of time,10,PUESTO NO ADMINISTRATIVO ,0.7007675999999999,6450.898914674447,10 años
PROFESOR INTERINO LICENCIADO           ,1017553.0,7/8 of time,8,PUESTO NO ADMINISTRATIVO ,1.017553,6690.756519120429,10 años
TECNICO ASISTENCIAL A,912392.0,Full time,10,ADMINISTRATIVO,0.912392,5249.376329040513,10 años
TECNICO ESPECIALIZADO D,605655.0,Full time,2,ADMINISTRATIVO,0.605655,3484.5888834678867,10 años
TECNICO ASISTENCIAL B,969877.0,Full time,10,ADMINISTRATIVO,0.969877,5580.111800498936,10 años
TRABAJADOR OPERATIVO B,291580.0,Part Time,6,ADMINISTRATIVO,0.29158,3355.1656525301246,10 años
PROFESOR INTERINO LICENCIADO           ,265552.25,1/4 of  time,8,PUESTO NO ADMINISTRATIVO ,0.26555225,6111.336773112647,10 años
PROFESIONAL B,1328799.0,Full time,7,ADMINISTRATIVO,1.328799,7645.14158021191,10 años
PROFESOR INTERINO LICENCIADO           ,208067.25,1/4 of  time,1,PUESTO NO ADMINISTRATIVO ,0.20806725,4788.394887278953,10 años
PROFESOR INTERINO LICENCIADO           ,146726.45,1/8  of time,7,PUESTO NO ADMINISTRATIVO ,0.14672645,6753.4336423304585,10 años
PROFESOR INTERINO LICENCIADO           ,659382.6,3/4 of time,7,PUESTO NO ADMINISTRATIVO ,0.6593825999999999,5058.2752621259115,10 años
PROFESOR INTERINO LICENCIADO           ,442981.9,3/4 of time,1,PUESTO NO ADMINISTRATIVO ,0.44298190000000004,3398.2158254396377,10 años
TECNICO ESPECIALIZADO D,751141.0,Full time,5,ADMINISTRATIVO,0.751141,4321.631256271229,10 años
TECNICO ASISTENCIAL B,901782.0,Full time,9,ADMINISTRATIVO,0.901782,5188.332520183004,10 años
PROFESOR INTERINO LICENCIADO           ,314829.9,Part Time,7,PUESTO NO ADMINISTRATIVO ,0.3148299,3622.698631145805,10 años
PROFESOR EXBECARIO,1004308.5,Part Time,10,PUESTO NO ADMINISTRATIVO ,1.0043085,11556.421509513857,10 años
TECNICO ESPECIALIZADO D,1244257.0,Full time,10,ADMINISTRATIVO,1.244257,7158.7357660336365,10 años
PROFESIONAL A,1315745.0,Full time,10,ADMINISTRATIVO,1.315745,7570.036407655272,10 años
PROFESOR INTERINO LICENCIADO           ,116517.6,1/8  of time,8,PUESTO NO ADMINISTRATIVO ,0.1165176,5362.999512109803,10 años
PROFESOR INTERINO LICENCIADO           ,1046011.45,7/8 of time,8,PUESTO NO ADMINISTRATIVO ,1.04601145,6877.880491888002,10 años
PROFESIONAL C,1707787.0,Full time,10,ADMINISTRATIVO,1.707787,9825.619528495548,10 años
TECNICO ASISTENCIAL A,912392.0,Full time,10,ADMINISTRATIVO,0.912392,5249.376329040513,10 años
PROFESOR INTERINO LICENCIADO           ,1044858.0,Full time,4,PUESTO NO ADMINISTRATIVO ,1.044858,6011.509145639826,10 años
TRABAJADOR OPERATIVO C,1289151.0,Full time,10,ADMINISTRATIVO,1.289151,7417.0298993841525,10 años
PROFESOR CATEDRATICO,2775297.0,Full time,13,PUESTO NO ADMINISTRATIVO ,2.775297,15967.455192348407,20 años
PROFESOR INTERINO LICENCIADO           ,313040.4,Part Time,3,PUESTO NO ADMINISTRATIVO ,0.3130404,3602.1071333229,10 años
PROFESOR INTERINO LICENCIADO           ,521231.4,5/8 of time,7,PUESTO NO ADMINISTRATIVO ,0.5212314,4798.182839152728,10 años
TECNICO ASISTENCIAL B,969877.0,Full time,10,ADMINISTRATIVO,0.969877,5580.111800498936,10 años
TRABAJADOR OPERATIVO C,1225885.0,Full time,9,ADMINISTRATIVO,1.225885,7053.0338945604835,10 años
PROFESOR INTERINO LICENCIADO           ,201925.9,1/4 of  time,5,PUESTO NO ADMINISTRATIVO ,0.2019259,4647.05977115188,10 años
PROFESOR INTERINO LICENCIADO           ,522429.0,Part Time,5,PUESTO NO ADMINISTRATIVO ,0.522429,6011.509145639826,10 años
PROFESOR INTERINO LICENCIADO           ,295321.3,Part Time,0,PUESTO NO ADMINISTRATIVO ,0.2953213,3398.216209001114,10 años
PROFESIONAL A,1005791.0,Full time,5,ADMINISTRATIVO,1.005791,5786.740203072787,10 años
TECNICO ESPECIALIZADO B,984446.0,Full time,9,ADMINISTRATIVO,0.984446,5663.933407590835,10 años
TECNICO ESPECIALIZADO B,845578.0,Full time,7,ADMINISTRATIVO,0.845578,4864.967182480139,10 años
TRABAJADOR OPERATIVO B,722101.0,Full time,9,ADMINISTRATIVO,0.722101,4154.551877456711,10 años
PROFESOR INTERINO LICENCIADO           ,295321.2,Part Time,4,PUESTO NO ADMINISTRATIVO ,0.2953212,3398.2150583166867,10 años
PROFESOR INSTRUCTOR                    ,1260706.0,Full time,6,PUESTO NO ADMINISTRATIVO ,1.260706,7253.373806740249,10 años
PROFESOR INTERINO LICENCIADO           ,757548.85,7/8 of time,3,PUESTO NO ADMINISTRATIVO ,0.7575488499999999,4981.140939773833,10 años
PROFESOR INTERINO LICENCIADO           ,220551.25,1/4 of  time,4,PUESTO NO ADMINISTRATIVO ,0.22055125,5075.697775036591,10 años
PROFESOR INTERINO LICENCIADO           ,221490.9,3/8 of time,1,PUESTO NO ADMINISTRATIVO ,0.2214909,3398.2150583166863,10 años
PROFESOR INTERINO LICENCIADO           ,698111.8,3/4 of time,5,PUESTO NO ADMINISTRATIVO ,0.6981118000000001,5355.375844218808,10 años
PROFESOR INTERINO LICENCIADO           ,1093354.0,Full time,6,PUESTO NO ADMINISTRATIVO ,1.093354,6290.527105522364,10 años
PROFESOR INSTRUCTOR                    ,763301.0,Part Time,7,PUESTO NO ADMINISTRATIVO ,0.763301,8783.185738877484,10 años
PROFESOR INTERINO LICENCIADO           ,181318.3,1/4 of  time,3,PUESTO NO ADMINISTRATIVO ,0.1813183,4172.8028831549,10 años
PROFESOR INTERINO LICENCIADO           ,1146827.3,Full time,7,PUESTO NO ADMINISTRATIVO ,1.1468273,6598.181573399857,10 años
